transaction_id,customer_id,store_id,transaction_date,transaction_time,payment_method,total_amount,discount_amount,tax_amount,net_amount
4223,,2,2023-08-28,18:40:58,Wallet,3494,0,628.92,4122.92
4224,29,2,2024-09-17,12:05:15,Wallet,1239,142.15,197.43,1294.28
4225,41,5,2024-10-30,19:15:35,Credit Card,360,42.19,57.21,375.02
4226,37,1,2024-02-01,18:57:35,UPI,3295,0,593.1,3888.1
4227,,4,2024-01-24,17:04:08,Wallet,11471,0,2064.78,13535.78
4228,14,2,2023-08-10,20:33:56,UPI,1358,193.23,209.66,1374.43
4229,48,2,2023-12-13,16:57:27,Credit Card,2697,0,485.46,3182.46
4230,11,1,2023-01-08,18:52:14,Wallet,15141,497.31,2635.86,17279.55
4231,17,4,2024-08-18,21:32:34,Debit Card,5034,0,906.12,5940.12
4232,40,1,2024-01-13,14:37:55,Cash,11626,1584.85,1807.41,11848.56
4233,7,2,2023-06-20,21:12:54,Wallet,199,16.12,32.92,215.8
4234,30,5,2023-07-01,15:53:38,Wallet,5795,0,1043.1,6838.1
4235,28,4,2024-05-13,16:57:58,Debit Card,1198,54.49,205.83,1349.34
4236,26,1,2023-09-23,17:49:51,Debit Card,747,18.46,131.14,859.68
4237,22,1,2023-07-20,20:57:46,Credit Card,13795,0,2483.1,16278.1
4238,36,3,2023-05-19,18:12:19,Wallet,1497,120.0,247.86,1624.86
4239,18,5,2024-03-13,12:36:33,Cash,799,0,143.82,942.82
4240,23,4,2023-11-24,15:10:40,Debit Card,13340,1179.64,2188.86,14349.22
4241,,3,2023-06-22,20:30:06,Cash,8640,0,1555.2,10195.2
4242,30,4,2024-04-02,11:11:29,Cash,2286,0,411.48,2697.48
4243,27,2,2023-07-02,12:27:39,Debit Card,10141,1231.17,1603.77,10513.6
4244,3,3,2023-04-27,21:44:57,Debit Card,1596,0,287.28,1883.28
4245,27,1,2024-12-03,16:19:28,Cash,3998,15.98,716.76,4698.78
4246,36,4,2023-09-22,20:01:32,Wallet,8034,0,1446.12,9480.12
4247,22,3,2023-03-07,16:26:18,Credit Card,6553,0,1179.54,7732.54
4248,41,2,2023-07-16,18:10:42,Wallet,11188,328.74,1954.67,12813.93
4249,22,1,2023-06-11,20:00:46,Debit Card,2994,0,538.92,3532.92
4250,,1,2023-06-18,20:08:11,UPI,1297,0,233.46,1530.46
4251,17,2,2024-04-01,10:58:58,Debit Card,7091,0,1276.38,8367.38
4252,47,5,2023-04-27,15:06:10,Wallet,4696,124.68,822.84,5394.16
4253,45,5,2023-03-09,16:25:30,Cash,6653,0,1197.54,7850.54
4254,,5,2024-05-19,10:53:41,Wallet,18890,0,3400.2,22290.2
4255,17,1,2024-08-19,09:05:19,UPI,4041,0,727.38,4768.38
4256,39,1,2023-06-23,21:10:51,Credit Card,5484,0,987.12,6471.12
4257,,3,2024-01-04,13:17:30,Wallet,20038,1516.13,3333.94,21855.81
4258,38,5,2023-02-11,15:54:11,UPI,7448,0,1340.64,8788.64
4259,,4,2023-08-25,09:17:59,Cash,7644,0,1375.92,9019.92
4260,10,1,2024-11-25,09:15:35,UPI,10794,760.99,1805.94,11838.95
4261,19,2,2024-07-03,12:47:25,Credit Card,5391,538.59,873.43,5725.84
4262,32,1,2024-11-08,10:35:03,Cash,5997,0,1079.46,7076.46
4263,,4,2024-07-13,12:36:58,Debit Card,10852,0,1953.36,12805.36
4264,13,4,2023-12-24,11:09:38,Credit Card,199,0,35.82,234.82
4265,45,2,2023-03-01,16:20:35,Wallet,3395,0,611.1,4006.1
4266,,4,2024-10-27,17:05:41,Cash,6594,0,1186.92,7780.92
4267,33,4,2024-10-03,14:04:37,Credit Card,4576,0,823.68,5399.68
4268,6,3,2024-05-02,16:25:13,Wallet,13739,394.74,2401.97,15746.23
4269,2,4,2023-08-31,14:44:30,UPI,1348,0,242.64,1590.64
4270,4,1,2023-01-30,20:00:24,Debit Card,3467,0,624.06,4091.06
4271,21,1,2024-09-11,09:10:10,UPI,9839,0,1771.02,11610.02
4272,5,4,2024-04-20,11:14:29,Credit Card,6046,0,1088.28,7134.28
4273,29,4,2024-03-22,20:28:42,Credit Card,180,0,32.4,212.4
4274,26,2,2024-02-23,12:02:23,Debit Card,14189,0,2554.02,16743.02
4275,16,1,2024-04-11,19:53:19,Wallet,280,0,50.4,330.4
4276,,4,2024-06-29,10:00:44,Debit Card,9493,0,1708.74,11201.74
4277,,2,2023-12-03,13:18:43,Wallet,5395,0,971.1,6366.1
4278,3,2,2023-07-04,13:40:48,Debit Card,2896,0,521.28,3417.28
4279,43,5,2023-10-27,17:53:16,Wallet,6383,808.04,1003.49,6578.45
4280,46,5,2023-06-24,10:05:44,Wallet,1040,107.24,167.9,1100.66
4281,46,3,2024-12-18,20:09:12,Debit Card,13492,0,2428.56,15920.56
4282,,4,2023-04-01,17:00:35,Credit Card,5295,227.55,912.14,5979.59
4283,34,1,2023-12-25,19:00:04,Wallet,3917,0,705.06,4622.06
4284,3,2,2023-10-19,20:12:41,Wallet,6274,0,1129.32,7403.32
4285,,2,2023-08-29,20:09:32,UPI,1197,0,215.46,1412.46
4286,,1,2023-11-11,17:10:44,Cash,5997,366.44,1013.5,6644.06
4287,38,1,2024-05-16,10:31:07,UPI,7794,0,1402.92,9196.92
4288,26,1,2023-01-07,09:13:40,Credit Card,10732,0,1931.76,12663.76
4289,,5,2024-12-06,11:53:04,Wallet,3296,173.22,562.1,3684.88
4290,40,2,2023-04-14,13:45:03,Debit Card,1059,28.79,185.44,1215.65
4291,16,4,2024-03-08,15:53:56,UPI,2937,0,528.66,3465.66
4292,26,2,2023-11-21,10:34:25,Credit Card,6956,337.03,1191.41,7810.38
4293,38,3,2024-04-20,15:57:59,Wallet,2598,0,467.64,3065.64
4294,23,4,2023-01-05,21:50:56,Cash,12138,0,2184.84,14322.84
4295,14,1,2023-08-27,21:30:20,Debit Card,1198,0,215.64,1413.64
4296,22,5,2024-10-29,15:18:11,UPI,4794,0,862.92,5656.92
4297,18,2,2024-11-19,15:19:39,Cash,280,11.74,48.29,316.55
4298,9,3,2023-11-27,14:23:38,Credit Card,1983,0,356.94,2339.94
4299,23,5,2024-02-17,13:16:15,Debit Card,5297,0,953.46,6250.46
4300,7,4,2024-06-21,20:09:17,Debit Card,5592,0,1006.56,6598.56
4301,17,3,2024-10-07,17:39:50,Wallet,899,0,161.82,1060.82
4302,23,1,2024-11-19,19:45:41,Cash,7593,0,1366.74,8959.74
4303,3,1,2023-05-29,14:18:58,Debit Card,11002,730.93,1848.79,12119.86
4304,35,4,2024-03-30,15:35:13,Cash,5872,0,1056.96,6928.96
4305,38,1,2023-08-03,19:05:03,Credit Card,7439,0,1339.02,8778.02
4306,27,1,2023-03-10,20:33:04,UPI,3597,381.52,578.79,3794.27
4307,18,2,2024-08-29,20:26:33,Debit Card,13988,1707.37,2210.51,14491.14
4308,23,3,2023-07-09,17:11:49,Debit Card,1498,179.67,237.3,1555.63
4309,25,5,2023-07-08,16:13:50,Credit Card,899,0,161.82,1060.82
4310,28,4,2023-07-22,09:55:20,Debit Card,3297,0,593.46,3890.46
4311,48,1,2023-07-31,15:04:49,Debit Card,12235,0,2202.3,14437.3
4312,8,4,2024-03-27,13:48:33,Credit Card,3897,0,701.46,4598.46
4313,,4,2023-10-05,18:12:53,Cash,2817,0,507.06,3324.06
4314,35,2,2024-12-05,14:21:53,Credit Card,4692,0,844.56,5536.56
4315,47,3,2023-05-02,09:47:34,Credit Card,7095,437.97,1198.27,7855.3
4316,11,5,2023-04-05,17:07:27,Cash,16490,0,2968.2,19458.2
4317,41,1,2024-09-08,11:32:46,Debit Card,2296,0,413.28,2709.28
4318,17,2,2023-03-13,12:57:28,Cash,597,0,107.46,704.46
4319,37,1,2024-02-26,16:21:53,UPI,5097,269.38,868.97,5696.59
4320,7,3,2023-07-17,16:01:44,Wallet,12332,0,2219.76,14551.76
4321,15,5,2024-11-23,17:08:52,Cash,1443,0,259.74,1702.74
4322,25,2,2024-09-24,11:53:26,Debit Card,1797,250.79,278.32,1824.53
4323,28,4,2023-09-25,10:14:47,UPI,8790,886.21,1422.68,9326.47
4324,25,3,2023-07-28,19:24:27,Cash,4944,0,889.92,5833.92
4325,9,4,2023-03-18,10:04:46,UPI,8041,114.44,1426.78,9353.34
4326,,5,2023-09-12,18:40:11,Debit Card,4254,0,765.72,5019.72
4327,15,5,2023-11-05,19:17:18,Wallet,4492,490.8,720.22,4721.42
4328,26,3,2023-06-05,21:56:54,Cash,12190,0,2194.2,14384.2
4329,41,2,2023-03-06,09:26:02,Wallet,3735,0,672.3,4407.3
4330,35,1,2023-06-12,21:44:47,UPI,840,0,151.2,991.2
4331,38,2,2024-02-20,14:40:22,Credit Card,549,27.72,93.83,615.11
4332,43,5,2023-02-24,14:35:42,Wallet,5436,778.82,838.29,5495.47
4333,20,3,2023-07-22,14:35:12,Cash,10091,1167.56,1606.22,10529.66
4334,20,5,2024-12-25,20:35:58,Wallet,5395,0,971.1,6366.1
4335,6,1,2024-11-06,12:50:31,Debit Card,4115,0,740.7,4855.7
4336,12,1,2024-03-06,12:28:39,UPI,2594,199.92,430.93,2825.01
4337,9,4,2024-03-15,21:35:14,Debit Card,2546,331.29,398.65,2613.36
4338,27,5,2023-05-30,14:48:31,Wallet,10992,0,1978.56,12970.56
4339,,4,2023-04-18,11:44:58,UPI,8211,0,1477.98,9688.98
4340,14,4,2023-04-30,10:21:57,Cash,3942,78.26,695.47,4559.21
4341,35,5,2023-11-14,17:35:19,Wallet,2295,0,413.1,2708.1
4342,42,1,2023-04-13,20:39:29,Debit Card,1598,93.47,270.82,1775.35
4343,25,1,2023-10-22,16:34:02,Debit Card,599,70.69,95.1,623.41
4344,6,1,2023-12-04,19:50:19,Credit Card,14992,0,2698.56,17690.56
4345,18,1,2023-09-17,20:19:07,Debit Card,9840,198.77,1735.42,11376.65
4346,41,2,2024-02-16,15:24:55,UPI,1595,0,287.1,1882.1
4347,13,5,2023-09-17,19:02:20,Credit Card,10445,0,1880.1,12325.1
4348,,4,2023-05-15,16:29:40,Wallet,5994,97.25,1061.41,6958.16
4349,15,1,2024-11-24,15:30:06,Cash,15040,0,2707.2,17747.2
4350,43,4,2024-12-06,21:35:46,Cash,6742,942.79,1043.86,6843.07
4351,13,5,2024-01-23,10:25:17,Credit Card,2957,23.28,528.07,3461.79
4352,24,4,2023-06-28,20:39:20,Credit Card,7194,0,1294.92,8488.92
4353,3,3,2023-09-02,16:28:05,Credit Card,5997,0,1079.46,7076.46
4354,7,1,2024-10-05,11:38:19,Credit Card,5897,782.7,920.57,6034.87
4355,,3,2024-08-24,20:41:37,Debit Card,9893,0,1780.74,11673.74
4356,11,1,2024-05-07,10:57:30,Debit Card,4092,0,736.56,4828.56
4357,,4,2023-11-17,17:28:44,Credit Card,3197,0,575.46,3772.46
4358,12,1,2023-07-01,14:41:06,UPI,2098,0,377.64,2475.64
4359,18,5,2024-03-07,13:51:14,Wallet,6195,0,1115.1,7310.1
4360,,3,2023-09-11,09:30:32,Cash,12314,1476.48,1950.75,12788.27
4361,47,4,2024-07-18,21:20:30,UPI,11396,0,2051.28,13447.28
4362,,4,2023-04-29,16:09:38,Wallet,149,0,26.82,175.82
4363,40,1,2023-04-12,21:40:29,Credit Card,6256,0,1126.08,7382.08
4364,,1,2023-11-17,15:47:19,Wallet,398,51.57,62.36,408.79
4365,1,3,2023-02-27,15:21:44,UPI,9245,0,1664.1,10909.1
4366,,5,2024-10-14,19:10:58,Credit Card,11396,402.22,1978.88,12972.66
4367,35,2,2024-10-27,09:12:43,Wallet,6892,0,1240.56,8132.56
4368,38,4,2024-10-25,12:47:37,Credit Card,7251,0,1305.18,8556.18
4369,25,5,2024-03-02,15:37:39,Debit Card,7695,1075.75,1191.46,7810.71
4370,40,4,2023-08-28,19:57:15,Cash,14990,358.93,2633.59,17264.66
4371,26,1,2024-10-30,16:14:51,UPI,9595,0,1727.1,11322.1
4372,,4,2024-11-08,15:51:28,Cash,99,0,17.82,116.82
4373,44,3,2024-04-10,11:38:38,Cash,5955,642.4,956.27,6268.87
4374,27,4,2023-01-16,13:08:07,Credit Card,8337,465.47,1416.88,9288.41
4375,26,4,2024-09-22,09:03:10,Debit Card,18890,0,3400.2,22290.2
4376,44,3,2024-04-10,17:17:42,Credit Card,13390,1072.65,2217.12,14534.47
4377,22,2,2023-04-08,14:38:27,Credit Card,4916,0,884.88,5800.88
4378,33,4,2024-11-13,11:17:52,Debit Card,798,53.23,134.06,878.83
4379,8,3,2023-04-24,17:32:31,Credit Card,3992,0,718.56,4710.56
4380,26,5,2024-06-16,16:51:29,Cash,3897,0,701.46,4598.46
4381,10,1,2023-02-08,09:56:43,Debit Card,1236,0,222.48,1458.48
4382,5,3,2024-02-10,15:01:56,Wallet,9262,654.87,1549.28,10156.41
4383,,4,2024-06-12,15:00:21,Debit Card,12590,1445.37,2006.03,13150.66
4384,22,3,2023-09-24,21:11:25,Cash,1967,0,354.06,2321.06
4385,38,3,2024-04-04,14:51:00,Wallet,6594,0,1186.92,7780.92
4386,32,1,2024-10-07,12:01:31,Debit Card,5991,240.84,1035.03,6785.19
4387,16,4,2023-07-18,13:48:46,Debit Card,15089,1627.64,2423.04,15884.4
4388,40,4,2023-05-28,10:20:18,Credit Card,6236,327.74,1063.49,6971.75
4389,32,3,2024-12-20,19:23:27,Wallet,2347,0,422.46,2769.46
4390,10,5,2024-04-30,15:18:24,Debit Card,5190,138.23,909.32,5961.09
4391,12,2,2023-01-18,20:49:48,Credit Card,13939,0,2509.02,16448.02
4392,18,2,2024-02-18,17:40:29,Cash,899,0,161.82,1060.82
4393,16,1,2024-12-22,17:59:16,UPI,4745,0,854.1,5599.1
4394,25,3,2023-08-04,09:00:01,Debit Card,4136,526.48,649.71,4259.23
4395,13,1,2024-05-04,20:24:32,Debit Card,5743,322.83,975.63,6395.8
4396,38,2,2024-06-15,12:49:30,Credit Card,2097,0,377.46,2474.46
4397,24,1,2024-06-05,19:27:00,Wallet,9755,0,1755.9,11510.9
4398,42,2,2024-09-10,12:48:04,Debit Card,1799,206.53,286.64,1879.11
4399,22,4,2023-01-18,13:38:15,Cash,4047,541.87,630.92,4136.05
4400,46,4,2024-03-18,13:55:56,UPI,1695,49.56,296.18,1941.62
4401,,5,2024-05-25,21:02:56,Debit Card,9923,0,1786.14,11709.14
4402,10,5,2024-02-14,17:10:10,UPI,2998,0,539.64,3537.64
4403,,2,2023-08-04,09:07:00,UPI,6616,314.81,1134.21,7435.4
4404,30,5,2024-03-16,16:01:47,Cash,4493,0,808.74,5301.74
4405,9,5,2023-10-16,17:15:46,Credit Card,11380,0,2048.4,13428.4
4406,45,1,2023-07-21,19:22:11,Credit Card,5240,308.9,887.6,5818.7
4407,,4,2023-06-12,11:43:05,Credit Card,6295,689.22,1009.04,6614.82
4408,41,4,2023-07-26,21:43:07,Debit Card,7432,0,1337.76,8769.76
4409,13,2,2024-03-06,17:19:42,Debit Card,6793,868.52,1066.41,6990.89
4410,21,2,2023-12-17,18:02:59,Cash,4439,0,799.02,5238.02
4411,,1,2023-08-12,20:24:11,Debit Card,3096,0,557.28,3653.28
4412,,4,2023-12-05,15:49:32,Credit Card,3896,255.21,655.34,4296.13
4413,,5,2023-09-04,13:41:20,Debit Card,7392,840.14,1179.33,7731.19
4414,,1,2024-04-01,20:49:56,Wallet,13491,0,2428.38,15919.38
4415,,5,2023-07-28,09:16:06,Cash,4497,0,809.46,5306.46
4416,4,1,2023-02-22,11:44:52,UPI,4842,0,871.56,5713.56
4417,,3,2023-06-08,13:59:40,Cash,1599,102.98,269.28,1765.3
4418,1,4,2023-08-06,12:02:38,Wallet,13094,0,2356.92,15450.92
4419,50,2,2023-01-22,15:39:57,Credit Card,5355,0,963.9,6318.9
4420,2,4,2023-03-25,13:36:43,Credit Card,5997,0,1079.46,7076.46
4421,17,5,2024-01-20,17:44:38,Debit Card,6245,0,1124.1,7369.1
4422,,3,2024-10-18,14:53:44,Credit Card,2178,83.26,377.05,2471.79
4423,24,3,2023-10-14,09:49:39,Cash,5647,110.73,996.53,6532.8
4424,2,3,2024-05-25,20:32:26,Debit Card,398,0,71.64,469.64
4425,,2,2023-07-22,17:23:41,Debit Card,4633,0,833.94,5466.94
4426,41,2,2024-07-02,14:17:37,Cash,7794,323.02,1344.78,8815.76
4427,16,2,2023-08-02,16:49:51,UPI,199,0,35.82,234.82
4428,35,4,2023-03-12,18:41:07,UPI,8445,828.85,1370.91,8987.06
4429,9,2,2024-07-08,12:15:14,Wallet,5392,0,970.56,6362.56
4430,36,3,2024-01-17,17:45:44,Credit Card,14293,0,2572.74,16865.74
4431,,3,2023-04-24,13:58:42,Credit Card,3546,0,638.28,4184.28
4432,50,5,2023-04-07,21:39:12,Wallet,5293,0,952.74,6245.74
4433,,4,2024-04-07,13:54:43,Credit Card,8254,0,1485.72,9739.72
4434,26,3,2023-08-26,10:30:36,Debit Card,1806,101.38,306.83,2011.45
4435,,3,2024-11-25,10:13:57,Cash,10011,1480.69,1535.46,10065.77
4436,15,2,2024-03-22,11:00:19,Wallet,3297,0,593.46,3890.46
4437,20,3,2024-10-31,12:32:02,Credit Card,11041,0,1987.38,13028.38
4438,40,1,2023-03-29,13:19:32,UPI,399,0,71.82,470.82
4439,,5,2023-10-04,13:29:35,Credit Card,3494,0,628.92,4122.92
4440,36,3,2024-03-21,11:16:20,UPI,5239,777.31,803.1,5264.79
4441,,1,2024-05-02,20:42:37,Wallet,2697,0,485.46,3182.46
4442,42,5,2023-05-20,19:02:14,Wallet,2696,0,485.28,3181.28
4443,28,2,2024-02-11,11:12:39,Wallet,4919,0,885.42,5804.42
4444,12,3,2024-12-11,19:48:48,Wallet,1319,0,237.42,1556.42
4445,29,5,2024-09-17,17:38:49,Debit Card,9352,0,1683.36,11035.36
4446,49,3,2024-08-07,19:53:49,Cash,2746,169.24,463.82,3040.58
4447,,1,2023-06-19,18:01:45,UPI,7443,0,1339.74,8782.74
4448,14,4,2024-06-12,19:11:32,Debit Card,3196,0,575.28,3771.28
4449,26,5,2023-07-10,11:34:12,UPI,5706,0,1027.08,6733.08
4450,50,1,2024-07-04,20:34:13,Debit Card,2745,114.26,473.53,3104.27
4451,,2,2023-07-19,09:10:31,Wallet,4045,0,728.1,4773.1
4452,,2,2023-02-02,19:42:01,UPI,999,101.04,161.63,1059.59
4453,16,5,2023-12-03,19:19:30,Cash,12291,353.99,2148.66,14085.67
4454,36,3,2024-10-19,11:30:00,Debit Card,10491,0,1888.38,12379.38
4455,18,1,2024-01-18,19:08:26,Wallet,3998,448.49,638.91,4188.42
4456,24,2,2024-06-25,14:47:17,Credit Card,9083,503.98,1544.22,10123.24
4457,4,3,2024-05-15,21:41:46,Credit Card,1008,0,181.44,1189.44
4458,12,3,2023-03-10,15:29:54,Wallet,897,0,161.46,1058.46
4459,28,1,2023-07-09,19:34:15,Debit Card,2998,0,539.64,3537.64
4460,,2,2023-09-11,15:12:48,Cash,1218,0,219.24,1437.24
4461,31,3,2024-02-05,15:33:56,Wallet,15121,0,2721.78,17842.78
4462,,5,2024-02-24,15:59:16,Credit Card,1356,0,244.08,1600.08
4463,28,4,2023-08-20,13:51:19,Debit Card,1798,30.41,318.17,2085.76
4464,40,2,2024-08-31,10:11:29,Debit Card,1596,0,287.28,1883.28
4465,39,2,2023-04-24,11:11:18,Cash,2297,0,413.46,2710.46
4466,43,1,2023-06-16,14:58:51,Credit Card,2499,102.02,431.46,2828.44
4467,41,5,2023-09-14,12:39:58,Credit Card,1998,100.89,341.48,2238.59
4468,19,3,2023-09-17,17:11:57,Debit Card,5196,196.7,899.87,5899.17
4469,,2,2024-08-27,13:59:46,Cash,2997,0,539.46,3536.46
4470,2,5,2024-08-09,10:01:43,Credit Card,4996,173.03,868.13,5691.1
4471,19,1,2023-06-27,09:19:03,Wallet,640,0,115.2,755.2
4472,22,5,2023-05-11,13:34:08,Cash,7293,0,1312.74,8605.74
4473,26,2,2023-06-20,10:26:20,Cash,11351,1549.93,1764.19,11565.26
4474,35,1,2024-03-02,12:56:40,Cash,9443,1058.57,1509.2,9893.63
4475,29,3,2023-12-02,17:24:08,Wallet,11093,0,1996.74,13089.74
4476,14,4,2023-06-30,10:58:21,Credit Card,1398,38.64,244.68,1604.04
4477,30,2,2024-10-16,10:11:41,UPI,14887,0,2679.66,17566.66
4478,24,2,2023-05-27,15:16:25,Wallet,597,0,107.46,704.46
4479,,2,2024-07-11,11:45:54,Wallet,4441,653.98,681.66,4468.68
4480,34,4,2023-11-16,17:51:25,Cash,2295,0,413.1,2708.1
4481,37,4,2023-12-17,09:15:42,Cash,9490,409.97,1634.41,10714.44
4482,26,5,2023-11-13,17:06:39,Cash,297,0,53.46,350.46
4483,11,1,2024-04-24,13:14:56,Debit Card,3943,0,709.74,4652.74
4484,44,5,2023-10-10,12:49:30,Credit Card,1047,0,188.46,1235.46
4485,,4,2023-07-16,12:58:27,UPI,8416,892.79,1354.18,8877.39
4486,27,1,2024-04-18,16:21:00,Wallet,2897,0,521.46,3418.46
4487,,3,2023-10-28,14:09:17,Debit Card,7051,0,1269.18,8320.18
4488,15,2,2023-02-09,15:47:00,Wallet,1598,0,287.64,1885.64
4489,8,5,2023-02-07,12:17:52,Wallet,10593,0,1906.74,12499.74
4490,45,5,2023-08-06,10:17:06,Credit Card,8754,0,1575.72,10329.72
4491,34,4,2024-08-19,11:21:51,Debit Card,6492,524.7,1074.11,7041.41
4492,42,2,2024-11-30,14:30:07,Wallet,6633,0,1193.94,7826.94
4493,17,1,2023-12-17,15:16:35,Credit Card,3943,0,709.74,4652.74
4494,42,1,2024-12-30,11:27:20,Credit Card,4038,398.67,655.08,4294.41
4495,2,1,2024-04-22,14:15:32,UPI,11149,0,2006.82,13155.82
4496,,5,2023-10-11,09:30:12,Debit Card,5990,0,1078.2,7068.2
4497,36,3,2024-09-24,14:22:06,Credit Card,8469,1123.06,1322.27,8668.21
4498,,1,2024-06-13,12:38:25,UPI,5965,0,1073.7,7038.7
4499,36,1,2023-07-29,09:54:18,Wallet,8693,0,1564.74,10257.74
4500,10,4,2023-11-11,16:10:31,UPI,4895,0,881.1,5776.1
4501,27,5,2024-05-18,12:46:54,Cash,1040,128.02,164.16,1076.14
4502,,4,2023-06-07,12:20:00,UPI,13488,237.41,2385.11,15635.7
4503,41,3,2023-12-04,16:10:42,Credit Card,4857,0,874.26,5731.26
4504,27,4,2024-10-11,20:14:45,Wallet,2444,54.57,430.1,2819.53
4505,39,4,2023-02-16,21:54:38,Cash,19989,750.65,3462.9,22701.25
4506,37,5,2024-07-09,19:33:23,Wallet,6045,0,1088.1,7133.1
4507,,2,2023-08-27,10:31:47,Cash,3892,0,700.56,4592.56
4508,17,4,2024-06-12,20:41:21,Credit Card,5147,0,926.46,6073.46
4509,34,2,2024-10-25,19:11:18,Cash,4653,0,837.54,5490.54
4510,44,1,2024-04-18,13:29:45,Debit Card,599,0,107.82,706.82
4511,9,1,2024-05-05,21:10:35,UPI,2795,146.62,476.71,3125.09
4512,41,2,2023-07-25,16:33:58,UPI,4047,0,728.46,4775.46
4513,25,2,2023-05-03,09:47:11,Cash,10611,479.41,1823.69,11955.28
4514,20,3,2024-03-09,13:46:42,Debit Card,9341,0,1681.38,11022.38
4515,30,2,2024-01-22,10:36:31,Credit Card,599,0,107.82,706.82
4516,40,4,2023-05-28,11:25:49,Wallet,1348,153.37,215.03,1409.66
4517,49,1,2023-09-08,10:10:11,Debit Card,849,118.13,131.56,862.43
4518,10,1,2024-08-22,11:03:33,Debit Card,8541,173.21,1506.2,9873.99
4519,49,1,2023-06-01,20:58:05,UPI,1198,0,215.64,1413.64
4520,,4,2023-07-16,12:50:14,Wallet,7088,0,1275.84,8363.84
4521,18,4,2024-02-10,21:54:14,UPI,7215,0,1298.7,8513.7
4522,34,3,2023-06-14,15:21:25,Wallet,6041,0,1087.38,7128.38
4523,30,4,2024-10-11,13:04:38,Debit Card,699,0,125.82,824.82
4524,44,5,2024-02-23,18:12:02,Credit Card,6255,264.05,1078.37,7069.32
4525,35,3,2023-04-07,14:43:10,UPI,2594,173.23,435.74,2856.51
4526,27,4,2024-10-23,19:46:10,Credit Card,2498,344.01,387.72,2541.71
4527,,1,2023-06-24,20:51:20,Credit Card,5158,0,928.44,6086.44
4528,36,3,2023-08-06,19:00:35,Wallet,6695,0,1205.1,7900.1
4529,,5,2024-08-30,09:45:09,Wallet,1185,0,213.3,1398.3
4530,6,4,2023-03-08,11:48:20,UPI,11492,0,2068.56,13560.56
4531,25,3,2024-05-15,13:45:45,Debit Card,10194,0,1834.92,12028.92
4532,35,4,2023-01-28,10:43:09,Wallet,19153,1658.33,3149.04,20643.71
4533,27,2,2023-03-05,14:27:31,Cash,1798,121.54,301.76,1978.22
4534,6,1,2024-11-20,14:09:42,Cash,2997,46.1,531.16,3482.06
4535,12,5,2024-07-16,16:04:55,Cash,6292,499.03,1042.73,6835.7
4536,7,5,2024-03-22,18:22:29,Wallet,3442,0,619.56,4061.56
4537,15,4,2024-03-13,20:56:19,UPI,9346,905.83,1519.23,9959.4
4538,48,1,2023-09-23,13:48:01,Debit Card,4596,0,827.28,5423.28
4539,17,4,2024-11-14,09:04:34,Debit Card,1738,0,312.84,2050.84
4540,14,2,2023-04-30,19:10:26,Wallet,3798,0,683.64,4481.64
4541,,1,2024-11-23,14:07:30,UPI,2417,159.68,406.32,2663.64
4542,18,4,2023-07-22,19:36:35,Cash,5396,399.63,899.35,5895.72
4543,20,2,2023-10-15,19:11:00,Credit Card,2797,0,503.46,3300.46
4544,42,1,2024-10-01,12:00:39,UPI,16891,0,3040.38,19931.38
4545,,1,2024-05-14,16:07:24,Cash,3897,489.57,613.34,4020.77
4546,,3,2024-12-21,12:12:39,Credit Card,15091,465.44,2632.6,17258.16
4547,37,5,2023-11-30,19:56:01,UPI,1998,0,359.64,2357.64
4548,50,5,2023-07-16,12:05:17,Debit Card,4695,563.7,743.63,4874.93
4549,32,1,2024-03-15,10:26:46,Cash,3544,0,637.92,4181.92
4550,33,1,2024-12-17,10:01:06,Wallet,9842,0,1771.56,11613.56
4551,30,4,2024-02-14,13:33:36,Credit Card,4446,608.7,690.71,4528.01
4552,43,2,2024-07-15,11:27:11,Cash,8151,0,1467.18,9618.18
4553,45,1,2024-01-13,12:48:22,UPI,8532,0,1535.76,10067.76
4554,43,5,2023-01-21,21:23:45,Debit Card,11693,1185.1,1891.42,12399.32
4555,15,2,2023-01-31,15:32:02,Credit Card,5092,0,916.56,6008.56
4556,50,5,2024-07-20,18:48:07,Wallet,12592,1212.84,2048.25,13427.41
4557,24,1,2023-08-12,11:36:49,Cash,1839,0,331.02,2170.02
4558,19,4,2024-09-20,21:17:34,Wallet,1098,0,197.64,1295.64
4559,41,1,2023-10-27,19:40:05,Cash,2697,0,485.46,3182.46
4560,22,2,2023-03-30,15:01:51,Debit Card,398,0,71.64,469.64
4561,24,1,2024-03-01,11:12:12,Credit Card,2854,0,513.72,3367.72
4562,43,4,2024-12-14,14:39:53,Debit Card,3695,0,665.1,4360.1
4563,15,3,2023-04-03,17:10:04,Wallet,4296,0,773.28,5069.28
4564,19,1,2023-07-01,15:33:03,Debit Card,6693,829.86,1055.37,6918.51
4565,5,5,2024-01-17,16:25:38,Debit Card,2696,0,485.28,3181.28
4566,29,5,2024-01-30,20:11:03,Credit Card,9496,1138.47,1504.36,9861.89
4567,12,2,2023-04-05,13:43:15,Credit Card,1798,206.14,286.53,1878.39
4568,,5,2024-04-14,10:56:44,UPI,6823,701.28,1101.91,7223.63
4569,2,4,2023-01-07,16:42:13,Wallet,3397,0,611.46,4008.46
4570,45,2,2023-12-20,16:17:37,Cash,8192,195.6,1439.35,9435.75
